filename	size_in_bytes	sha256	md5	uncompressed_size_in_bytes	tissue
L1000_LINCS_DCIC_GTEX-PW2O-0226.tsv.gz	124005	62b0887a18ff6fa59689afa1d23c2510d6c05e82972006bbd62aadac55dcfbe6	6b85c9a681844a7587286593d05832ee	311381	Adrenal Gland
L1000_LINCS_DCIC_GTEX-OIZI-0426.tsv.gz	123149	a50711ea8fae3f86ee1b550944c9feadaa8b6ecbbc72e8612bb50f796b8da3d7	a6c059ee7f5651e082a651afd53b988b	310577	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-WHSB-1626.tsv.gz	124587	aa0cf8ed43cf985bb606625623e041d5f4a390515e99417af39d89d44f524519	eddd223ca1bda35f6eebd05ad2a0d5eb	310884	Thyroid
L1000_LINCS_DCIC_GTEX-WHSE-0011.tsv.gz	701260	d8429310edd6cf45b055f84c37ea7be79b4cc1f911d47beb23e3043658d70128	e6fb26e5ddf6fdedd6feac1ef6bf9cd2	2080696	Brain - Cerebellar Hemisphere
L1000_LINCS_DCIC_GTEX-XUW1-1126.tsv.gz	122752	f58e4a78ceca5b55b201b97e806dcc0b613f3baf522f62f97b39b6a01bbabacc	986cece42f1cfed8f52f9121ed78a403	310697	Artery - Aorta
L1000_LINCS_DCIC_GTEX-REY6-1726.tsv.gz	123180	c97e322a23e3d4b9822a91e73fe761c7a65bf129e5c26e374d5fc90a4f382e90	83f2c81a00350dca9ff472644c13bfec	311210	Adrenal Gland
L1000_LINCS_DCIC_GTEX-NL3H-0006.tsv.gz	123456	b0aed95fd1e80a440574aa249acd0cc4e53e4dd3ddab24bf9d104ddc7763179a	8c005b655ddd0daa34c42fc30f9bce2e	310142	Whole Blood
L1000_LINCS_DCIC_GTEX-QV31-0626.tsv.gz	124638	04e495a26a11b06db04ea61208a23c1b5aedef79c77dea8189d46ef6f9060bb5	9bb4e5c781b524826967a6db0048b4f6	311119	Stomach
L1000_LINCS_DCIC_GTEX-X261-0326.tsv.gz	123853	656d5c972287f8b87cfad4d7f00fedd731584cfce6e1711e274b13270b215cef	d49ecff7841bbe0368be2b07282aef90	311120	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-ZVZP-0004.tsv.gz	123242	28c29faff096ebd1187c93bd6e63f1b843e55f0d9abf4fc75e864285354bfd11	1a0f7f6ba6d7ca0c7e4f05642869aa35	311235	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-YEC4-0226.tsv.gz	122917	12196e838ad14c1225edce8d0aa290a3faba8fd2af0265771ba09246d4c67a1a	816c881cfade9ae6359c2c738920c853	310625	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-WEY5-0526.tsv.gz	124041	952c597e71e70c1e16b81a77f2fefeee59624e4a12277cd4269df3f6d55fcddf	ec5fbed4a94a7d9865186ba00c63dc19	310581	Thyroid
L1000_LINCS_DCIC_GTEX-RUSQ-0626.tsv.gz	123743	2beb0c6dce52f3829ae8881565a52a52833f0b4eaa212dd673fff816b4c93ca8	c5980570b5902b331ef8f82bf09e7c1f	311162	Lung
L1000_LINCS_DCIC_GTEX-QV44-1026.tsv.gz	123147	864e701fe773e6218673030823b8250ca3e7422457e0ab8f15320c07df916475	e6adcc50ecfc28771d6549a6c1a19fbe	310727	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-TKQ1-0006.tsv.gz	123401	051d5832d760dda8283ab34d30261b565c26cf1dae88ca52fa2af24f008b4016	0bea186dab14285d056ff372eabc9864	310063	Whole Blood
L1000_LINCS_DCIC_GTEX-YJ89-0126.tsv.gz	125471	ee3b54770742c3892ee4db81d647cdf20708a68c8625ea5730331421c27e41c6	c1bbdf92379f271c1add7787f09e6daf	310739	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-WHWD-2326.tsv.gz	124840	202ad5a285897072fce8af25eda1f238d4c3660b76283304f11841835ac69c7d	6c6f013cebb8f08fa104fc572bcdf191	310823	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-ZDXO-0011.tsv.gz	419436	56d1243eb7ee65af66a9be45154ad969997aa9d178a92e402984761f1f6ae960	beeedc31cc52eadf38cb081c3cfd90e0	1199232	Brain - Frontal Cortex (BA9)
L1000_LINCS_DCIC_GTEX-OOBJ-2026.tsv.gz	124166	bed2ab81ab4bc104a3ae1fe4906a0a9255d949654c339ebf8c0ca25d34be2219	8337def2d3175d2660775654bc47b2f0	311017	Prostate
L1000_LINCS_DCIC_GTEX-XPT6-0126.tsv.gz	123146	ed9d7a9fad4ee1b26c0ba7e653bb124d2181bbefa2a714d4059485a8d2ca6746	6d97c5f36b8698ff06966fd08afdb2a8	310781	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-OOBK-0625.tsv.gz	124796	2437edb406601442d7cf57d4eac3dcb8153010a3bbc153f97c492c3591d8d0be	6e0bb1581a20e4dfb0a54bd7ee0b38ee	311225	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-Y114-1426.tsv.gz	123158	30e521204356f9885b38d419f46576acd42bc0a2af521fe23cae9372292cbced	9181a95bf7de7a96213e70ec6e85e1cd	310979	Small Intestine - Terminal Ileum
L1000_LINCS_DCIC_GTEX-T2IS-0426.tsv.gz	123678	1aaad2ac27cde600f024d1fcc95cd7a830f7ed7f20ae0fb2e014720dd74d00c9	adeea5ffd8dd5cf8469a26673349b769	310977	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-XBED-2226.tsv.gz	124330	9d0569ebf838b49ccd144614887b7ea242fa413108b549f7b2d54702fff6e4de	e146cd78612e3b3541a1147d15d99429	311190	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-P44H-0006.tsv.gz	123269	b4aab2308304fa1e77c86c59cfcd4617f04338efcf2a2cfb9b7d86089690710d	38048daef4a163822ec8400288bead01	309789	Whole Blood
L1000_LINCS_DCIC_GTEX-WWYW-2726.tsv.gz	123428	dc28909361b0d9fe89cddea4d18297ad22b804f3ccf4caaea2035762f13df1fd	02286adf356d9a29b06faa6d0bfd683c	311468	Ovary
L1000_LINCS_DCIC_GTEX-RU72-2926.tsv.gz	125134	2bc3b0c2f811b03574cbfdb9150835ca3fcb4c078f0afa169de8961e6e734c22	3338e3502b5a859ba9c6d4d16463c72a	311458	Brain - Cerebellum
L1000_LINCS_DCIC_GTEX-PWOO-2226.tsv.gz	125135	317da7626b4ee6cb5b4d0e1c155a118d8064dad705454ab738a9c855121fb813	c860eb17e589a472e91d0aa137028331	310780	Adipose - Subcutaneous
L1000_LINCS_DCIC_GTEX-ZF3C-0526.tsv.gz	123354	4f3873c5aeca80b265d626a95913bd2314c1bd686a99f0196e7eb135b493b571	30218e67c9647d2d40437b057dd3fe25	311040	Artery - Tibial
L1000_LINCS_DCIC_GTEX-PWN1-0726.tsv.gz	122994	9ee2086fb7197eed888f0c9c01b3a102fb441cf6d2f3bdbf3a48b36a72472ea4	eaafab1ce89f987f86f6891f8676cbe8	311114	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-U4B1-1526.tsv.gz	125221	5775bb7a4bb6921661e11db589af0e690d9cf43fbd0151b3faf6a8c5e15d1d88	fc0dae24634cb5751f8dda523d5d6a3b	311124	Testis
L1000_LINCS_DCIC_GTEX-QCQG-2126.tsv.gz	123415	eb2cf78bdacc8db64695e63980dfe956146b00f59471d9a8f3f29f3efe14c806	637ddb3ac2773063650479edd38ae447	310660	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-ZP4G-0003.tsv.gz	123246	29633ef80319953cab170fd426fe67a5f33f5815312b39c4e7ef3854dad84f23	988cbd80886e3baaa85747d66729df4a	311293	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-X585-0426.tsv.gz	124309	ed8ee0aa5f6256ebeffb9783a667ec271ecfdfd42c73e3819c44d0b7f15d2079	13c43af4e3e9d92b785a854f038ad6e5	310381	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-X8HC-0006.tsv.gz	123421	26b8df1de02cb67251366d249612616f203c04ec65869f3ece4780ece54ad341	45fa6d23e0f3f7cd5074ad049e4b771e	311392	Whole Blood
L1000_LINCS_DCIC_GTEX-S4Q7-0003.tsv.gz	124619	324068d2b128f734370af39d06bca8fef242e9df0faa447600590864dc4f7e59	f00d1704dfbb19cf6b945aefb63091bb	310681	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-PSDG-0626.tsv.gz	124951	357731618392e0c34c9283c4dfaca4fa15d7ddadcc50a66a4bf8d6e4c2a33201	bab10857c344fa9d8043918cb76bc946	311063	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-W5WG-0626.tsv.gz	123627	a3cd5cd934c82cddb6f1343634b0c03cbe1a01b29df0c04f819d6382af1986c6	0b0bf876d5afc1385fcc68a1ff96df31	311128	Spleen
L1000_LINCS_DCIC_GTEX-WHPG-1426.tsv.gz	123613	105d696d771013f1a7b04d2c30871df563e1a691d59f83a0cc282323e547d4e0	3da09ac28e11887542a5a9cc67509145	310828	Lung
L1000_LINCS_DCIC_GTEX-X4EP-0008.tsv.gz	124175	5288d20d90579f546d2c28627d583bd8656099b3eec52227dfeced735758add8	e32c4ad0c7f6b02613c313faccb56c32	310761	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-TSE9-2826.tsv.gz	125164	6f0a4fdd33601ca1370566e500ae0ea4a053ae8d44befd55c30a2820c17563be	b3d6a4c33ee8e8e6beae10a5f78e4b54	311236	Cervix - Ectocervix
L1000_LINCS_DCIC_GTEX-P44H-1126.tsv.gz	123392	5a5830fafba91ffddeeb1c46079f6dcf6ceafd59b65dbb905d30fb4785bf7f67	f3631983b0757846a07bdb91bb68b768	311366	Lung
L1000_LINCS_DCIC_GTEX-X15G-1326.tsv.gz	123674	01032b51420970139cdced60eaa99069309bb9c2f59ac6c75d7a1f54070e417b	c42f4bc5e82e08a90d7ddf8156ad5956	311170	Colon - Transverse
L1000_LINCS_DCIC_GTEX-NFK9-1326.tsv.gz	124648	0a13329bf595f1e6bee8b263f607033f3cebd5c59418664869a66a0945d46022	4b0e18c773e73fe73cde0f74b6707e0f	310242	Artery - Aorta
L1000_LINCS_DCIC_GTEX-U8XE-0005.tsv.gz	123841	49525770d598495abc4252cd73f18470043a5b406dc053779e2d37e312612e82	8d35ec4c2a05f5dae3991a5d13fb0661	310525	Whole Blood
L1000_LINCS_DCIC_GTEX-YF7O-0826.tsv.gz	124461	d399cec09a9fb042cb5e9633d824336610cfe470d87ec8e1a472b95348c98d3f	0935706c6eb3e9fda34f79a9f4924be2	310918	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-XQ8I-1926.tsv.gz	125400	583b74d4ec2186508b01d5ea0cf6b0533cac5fa3b2672f043aa39d9636ad4eee	e1e2a06efe5b963f4ccc7036089de54c	311447	Pancreas
L1000_LINCS_DCIC_GTEX-OXRO-1226.tsv.gz	123247	04eba4cdc5eb2c035ae9e348a8501d10e902e991ab6cb6ae282a5659b7a94f71	cdffc74f0fcb070c42c44d59a85f4de3	311425	Thyroid
L1000_LINCS_DCIC_GTEX-P4QS-0726.tsv.gz	123693	7fa973526f4e5b53ec6f5814e0e5fbba90606fe00188e673535025321c431634	552db5e897e34674d7b9dfd40f29c488	310879	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-U3ZH-1726.tsv.gz	124010	f70396695f9dd156fa467e5413bc0559419e1a02e89d6560363b651663d8f4be	3b1623e4146e83fe5ebc7fac60b000e3	310983	Artery - Tibial
L1000_LINCS_DCIC_GTEX-X5EB-0006.tsv.gz	124457	e7e6c9ebb42fd135952b74f867fd41bb93941cc30f79768dbb894e6cfcb28819	b125f094a1811b8ed001193809b61b28	311181	Whole Blood
L1000_LINCS_DCIC_GTEX-P4QR-0726.tsv.gz	122962	c65423dcc5c50da37de308605af6ee59707114152195af23773da069c253e52b	490204241af07a1d19788d16f5ef66c0	310866	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-UJHI-1526.tsv.gz	123861	dcd2111d9671acdd9d0b89934fa3701be81c18aed84ddecd1d90cdddc4c28bdd	1bb5df1e43314e66bc2a9288610bf733	310579	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-TMMY-2226.tsv.gz	124497	374bae638fef7ae47caad54bdeac8ef5cd5efd307eb016605ea57b0425a5bf42	c7fd5fb5077562e11f30d8d624b47307	311102	Uterus
L1000_LINCS_DCIC_GTEX-RU72-1426.tsv.gz	125294	6373b248147372ff11ef971163fee4775715978a9a92b620808e041c71d41269	386eac945cc26842144b26a52870b5a5	311495	Liver
L1000_LINCS_DCIC_GTEX-YB5K-1926.tsv.gz	123776	6fbb08167893aea34a45079fe964afe9463b5ab212233a012d8dffc04c160d8a	30c31d4bc987bf85ecae475c8523f012	310855	Spleen
L1000_LINCS_DCIC_GTEX-S3XE-1826.tsv.gz	123049	2f148135cc95f2568bfd277b0b0100e4dc4a4cab64a7ad89135a1ea4f737913e	376bf797a4bccee3517179b5fef4a8f9	310880	Artery - Tibial
L1000_LINCS_DCIC_GTEX-Q734-1826.tsv.gz	125595	2f281f60ffa21ec2291dbc4f968835c043df0c236a3d0ef790fe4dc916c57481	6084e78e0747cf5fc4b09792d238ee9d	310839	Adipose - Subcutaneous
L1000_LINCS_DCIC_GTEX-T5JW-1826.tsv.gz	123213	fea013596e0cf5602fd12903237c19d13aeb2e9ad094d71b78651b5c727589a4	21019dcccabea93873b5957c32e76195	310657	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-PSDG-0008.tsv.gz	124189	762b2aad875def7eb20b0481b8a97a51c699fce266dc4600b10a9b636ea781fc	1313e6eae678a22a2e06417b31ec39da	310971	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-W5WG-0008.tsv.gz	123656	f748da5bb941cf35b234bc5b7a68bd8c420b3466a20ea9a53efb7a7f7fec7fda	8db19c84871f1bd3fe06b2528ab5591b	311137	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-ZLV1-0426.tsv.gz	123678	4144a49fb8284a82c98e4d084155015e0e6e4b16ec17030bc77624518b96f881	336acf627596b279de5d580902656d08	311033	Lung
L1000_LINCS_DCIC_GTEX-X4EP-0626.tsv.gz	124259	735456aa7562aadcea72806c6c6926947dd38b4105df0f6c6a9d84bf6a8c6932	c11c43e3b9b90e21a3e43cf58a2ed5e5	311311	Skin - Not Sun Exposed (Suprapubic)
L1000_LINCS_DCIC_GTEX-ZF2S-1326.tsv.gz	124534	c72b800eeebb14bf899e6809828d2263da1b052c7ce92db215b7d1de03f3b93e	9d177479f949aac7c9061cb42eaaa801	310772	Esophagus - Gastroesophageal Junction
L1000_LINCS_DCIC_GTEX-O5YT-0326.tsv.gz	124488	e73a0ce481a554508b45ed3197644cc7891bb05f9e0d1cebc4b159c8590adb88	59f4acd3fff08efa7cd66de74807ee06	310986	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-P4QT-2626.tsv.gz	123418	fd9bcb036cd10d1c13b5f0e3bc0c19087985ac88e25441e66f8a96eb5090cc07	443ee6eb9c4317499e3e4bf9c7b4180d	310672	Thyroid
L1000_LINCS_DCIC_GTEX-T6MO-1226.tsv.gz	125302	418240aaf7f25fd4e2e3a8f87d125b50a77f3562fef672ff3489fa280d303727	39a34109f13c1b1a0adef500712d1cb6	311324	Vagina
L1000_LINCS_DCIC_GTEX-YFCO-0426.tsv.gz	124363	9666d3aa1136365c44f629c18f335f307e2a4f3dcd3c2ab7229f142cd1da6e20	bb5ebbfc95a150090e303abb3a113bde	310949	Lung
L1000_LINCS_DCIC_GTEX-PLZ4-1326.tsv.gz	123502	ac17275f8033fa56e61b6de15cb6a6e861b326eae69bd33b455ff077156283b3	a6c1c0cf03a490d8e450aeaf1fa09602	310659	Artery - Tibial
L1000_LINCS_DCIC_GTEX-Y3IK-1826.tsv.gz	123132	3434890d63442d055cbdbc493f2c5710db7989c0fb02d1ce7eb671857fa77983	25a0d8615ae5d6b2d5847db636242689	311113	Colon - Transverse
L1000_LINCS_DCIC_GTEX-T6MN-1226.tsv.gz	122865	79b78bf585d1271a37cfcb36e5f832642d71975973b9cd901689944e6a67c338	1a230075ebad38c7d024b86f8ad3be30	310863	Liver
L1000_LINCS_DCIC_GTEX-XLM4-3126.tsv.gz	124447	62a842574fe8212854845fae909efbeb286c2e344c6fd99b32d5f770a20f9f8a	44fd2f712285e06549bfcc5df70c1687	311227	Pituitary
L1000_LINCS_DCIC_GTEX-QV31-0008.tsv.gz	123498	88e954da394609b4cd015307aca7c8e285def8fd76d3aaa6f249b886c8ac824e	3d5618c7c2c11334a804fdbdaa8a5f5a	311002	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-S4P3-0526.tsv.gz	123496	5d26f87673db206145f8cdaa8e029235f5372600f44b83e53dc524321926b737	1bc8f1f9346376cd6b692a71e9cdb83f	311058	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-VJYA-1226.tsv.gz	124124	384c36136da1902e208e045cfe1f0d26655961b6a6bc01343c4be0de391dc5e3	faf3fe86adefda00a66ff99c52a7c7d0	310974	Prostate
L1000_LINCS_DCIC_GTEX-UPJH-0001.tsv.gz	124828	c3981fe8176d8d806cc1293832bffacd2e8d4ba96d04903753697c22e68c2c7f	7e4b1cd4438fd6e341c910765b9ba325	310886	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-ZQUD-0226.tsv.gz	123375	c3332b1c484e724a7eed25ca212bf53d227516b95357d5616507492dc6df3b78	c0b552f0f91d86d9194382e363079fa0	311156	Artery - Aorta
L1000_LINCS_DCIC_GTEX-T8EM-0426.tsv.gz	123890	8432714246d563e2c8e040fb2a804870bbdcb872b0a18235f16ec0dd210c88e1	f43606f060fe7d5b75386eed7615662c	311100	Artery - Aorta
L1000_LINCS_DCIC_GTEX-U3ZM-0426.tsv.gz	123772	49777bb4c593cc0dbca3c63756b07195bec54e7f3a90d833ce8dd11db92d6852	30b2c3e308f2bedef177ed69b49ef76e	311061	Lung
L1000_LINCS_DCIC_GTEX-QDVN-1326.tsv.gz	124141	775c9cf7cb98a323e0613f92e8a2d80348ea70278c0faeadc01a67fff84d74d4	64eceedec469b3e3e1004f13bf1b1f69	311130	Colon - Transverse
L1000_LINCS_DCIC_GTEX-UTHO-1026.tsv.gz	123970	1edb4c76a760579a4018d124862941233ebbed224a625548edab5dbba297abf8	69c01ceb564f9b14c0934432ef3abc2a	310541	Breast - Mammary Tissue
L1000_LINCS_DCIC_GTEX-OHPL-0326.tsv.gz	124909	992c170274893c7007aee8c1a8bbee3388bbfbacbe1ad1d95e4c4b77aaf0f122	9b423ac306ba6555b644ac1844880b8a	311491	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-V1D1-0926.tsv.gz	125907	d29d4f9b128df579ec1ddd0e9c4836b8c19d6f52ad7220111252bdf755904f76	100b97b38b1f8ffaa50c3996556813fe	311191	Thyroid
L1000_LINCS_DCIC_GTEX-TML8-0326.tsv.gz	123555	5d0fbb36efad4954e940bf8045a6b5c411bbd0e4790912e858439a370745b26c	0e04baf9f30206f7d4ae480821bdb7a5	311458	Lung
L1000_LINCS_DCIC_GTEX-T5JC-0726.tsv.gz	125477	0339fb107905e7634ec809b5baf61957a0c12c484fcf8de5ecfad37865804f0d	d3a6eca9f80f1a33a183812062082f78	311308	Testis
L1000_LINCS_DCIC_GTEX-OXRK-0126.tsv.gz	124490	13e106b2d246419aa5b115499d517c541f24a8acbc57dd3e538f5d7a4f0631d1	817021435f3cf874e91a9a608eefeaf9	310768	Adrenal Gland
L1000_LINCS_DCIC_GTEX-RN64-1626.tsv.gz	122097	e9aa556f4375c7a9d4bb3dfa1dbf45de11d40c3a8d032065f33a8466a5997125	3efda16826021be471b3728e62dc25c5	310945	Kidney - Cortex
L1000_LINCS_DCIC_GTEX-U8T8-0008.tsv.gz	123690	bd040689bdf3c766de84afbcc5a81af2abd4d1278c1cc6d0d160f6ead6083e02	12ef5a48810b497ac4626ec76401c546	311474	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-UJMC-1926.tsv.gz	124009	ddfa15b01794c1492793e8c967bddd746274bfa94b6dbd55bd889cb4bbcd90b7	770c204a4b3b9ddaf96ee5d577478846	310954	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-V955-0726.tsv.gz	123855	290b80abf6eee4a4c833dd94474cdff3bddaaf5b7f65b4e6c1cc138c8baf5e38	4bb5dc1a306fde74c88edeed013b748e	310838	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-RVPV-0526.tsv.gz	123660	a0fd03a19a17272e1ac98b54b6b196dbbe2ce50b2424c54e67078d9e12232312	3bf312b1f882f340024a207e72943dbf	311153	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-OXRL-0426.tsv.gz	124269	f1df6d2a212e6cc95ad62aaf966b22697075c44e666c39b2d7c1b1c8f27aec43	66410343d71423f3d156627e47ed81a9	310838	Artery - Aorta
L1000_LINCS_DCIC_GTEX-TMMY-0626.tsv.gz	123511	acfcd0ccf895addf4d4bf27b787af033c9b95cc9a06f364c1369473daba78e49	4beffa507ba1d7b49130bc5705419e39	310519	Artery - Tibial
L1000_LINCS_DCIC_GTEX-WFG8-1126.tsv.gz	123952	9bbae595579380e689130fc0c56d992a52af3c04353a7b724a6710f5070d483d	c505cad46076eccb6b418f66b448a043	311284	Esophagus - Gastroesophageal Junction
L1000_LINCS_DCIC_GTEX-PWCY-1726.tsv.gz	123449	33fc4d45d5523aa065fb761e58a3f022f2514ebf487ee70ae6a5776e90a34f01	b308f7cb535552d0f0d0e12832a79ec8	311206	Vagina
L1000_LINCS_DCIC_GTEX-PWOO-0008.tsv.gz	125058	e08ed53dddf45708c4033ce82128b66ba835a5fe3e40e6f1a32456da3a47f404	e3079999356ef7df53fc0eec70b42839	311064	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-QMRM-0326.tsv.gz	123682	37a08568065d2efe33baa404a63a69b5c17771d70085e277d1dd89df3b83ab98	5467f6c5875bd664135915a801d59efd	311266	Pancreas
L1000_LINCS_DCIC_GTEX-PVOW-0011.tsv.gz	273819	48d5ef597546e10666dd85b024f1e9e8fe227daf66cda85ca7a9b28afdaa5202	de42110021865f3db1e3f5b07f31d7bb	752067	Brain - Hippocampus
L1000_LINCS_DCIC_GTEX-S4Z8-1926.tsv.gz	124238	a6ec2e0cc75c071ad072ce42dca5531c8cdbfe131549b1bf4de824efa5ac0afa	2b764f3ac1073c235b13fde745394803	310904	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-TSE9-3126.tsv.gz	123576	6e83ee76a2fa77293f9d4058329485178ac2fb51f8b85e96f6742f804ba26ff0	675396365338c17736292625dbe9f103	311482	Pituitary
L1000_LINCS_DCIC_GTEX-Y5V5-0001.tsv.gz	123516	7271140a502538548bbe41403dad4ba52ecc9d8ae3b5387a3a28db68892eeeb8	51148f1f8fe965c5c8e88953e322e20d	311141	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-Y8LW-0002.tsv.gz	125203	564fb614643dbc71e7b417b69dbf65106d4b70f278c596630dec599f1249ff65	1cde631aacb09695e7d32267a7cae87e	311446	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-QVUS-0626.tsv.gz	123956	07c5c8c69d76a7e404082a8d91a72f422bdcbe2b43391c95382af50c0223d1a0	4874ac5c22ff398ffcd674da97fb68fa	311134	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-S4Q7-1526.tsv.gz	122847	3fb0fdd28108594ef2ef1f4cb41f14a4a31dbc5c0cc91f36a26a998b50c92fe2	8358825a1a511f09a7945714abfb0fd5	310729	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-T5JC-2326.tsv.gz	124034	b5f155adcca7f0caa637b57ddcdba913f7cb835b509a77ddaa72e547a24b6f54	79ceb22d15a40aab95e4a485b3383a0d	311225	Brain - Cerebellum
L1000_LINCS_DCIC_GTEX-RWS6-0008.tsv.gz	123186	a5d29b43023f3d5a88105bec51cfd8def51e8640412ed872b6d8cc647b0e47d7	b8d366c8f3158b20420ce633e97761af	310930	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-WQUQ-1426.tsv.gz	123923	f0f5eebeb5dc592bcfcf9e4d95000989a8e21152ab6e7af69b5d07b093852d92	36a5ea3d922ce7360c524a952b79168c	311221	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-R55G-0626.tsv.gz	123307	26e29c87ad91e88d038c18771a89ed50e58536713915a19ec0907316bfcfd160	86dda865bd602be004ee9a8ed8fc4dd8	311172	Artery - Aorta
L1000_LINCS_DCIC_GTEX-ZPU1-1626.tsv.gz	123501	0ef845ca32b78ddb10be0985213e6d7c09f2420c03045f9693db0bca96011145	b4aa23ce21dd48be76c76eca488609d8	310987	Stomach
L1000_LINCS_DCIC_GTEX-SIU7-1626.tsv.gz	123151	c32baa0d5a3af24b5eaf0da60098eff22944298e159a87a90a34e3b984401739	154a692450438e6fa8fc711fe10961c6	311001	Breast - Mammary Tissue
L1000_LINCS_DCIC_GTEX-XUW1-0826.tsv.gz	123129	5cbe316c5e1d8e3a529386bc005b877503d436590a3e31d8f45282e2bf12e3f5	23b8e8539f31ea10851a1c11adbbf593	310550	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-Q2AG-0005.tsv.gz	123668	1c496fd898a1f47f56c2c2bc4bbb20dad0f7525c550ab32ae28a52a100b8d91b	af11ebd97ad2a93cc149c0067f1c527e	310197	Whole Blood
L1000_LINCS_DCIC_GTEX-O5YW-1526.tsv.gz	123661	34e929bf61d9fa8fd99a9a59f2972623ec0b829ae36a4a71d706c59bcd211979	490e841531e95dada24953065a5b0e6f	310706	Stomach
L1000_LINCS_DCIC_GTEX-Q2AG-0011.tsv.gz	769964	ef242d0466657d07aef6078d547f4bf095e71a83eed53b28dbe13b082de45143	39afdbb980a1a23e0108f51bb99a04fa	2304668	Brain - Frontal Cortex (BA9)
L1000_LINCS_DCIC_GTEX-WH7G-0726.tsv.gz	124510	0803707ee3787724785a501be4d1e94fde72964d0cec6e1a4d4d7b64f2143062	b230f7b2deec023f1e14c0da5c16b064	311492	Lung
L1000_LINCS_DCIC_GTEX-XBED-0008.tsv.gz	125756	ed158472ef04b75b006982f1c5c3454810fcb51eb09ffaed21beff42ff94d8b2	36421f0d25abcafe5743badffb2e1982	311694	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-PLZ6-0526.tsv.gz	124213	c9656a6bad826bd3e58923bfb1a69e51dd3220e4666782420c7dc2b1033bc800	f13c60b13caa195e40e794b8024266a5	310695	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-WY7C-2826.tsv.gz	123919	cf7348b025da8933f975528f2328878df650c9f3321febe9f93d64eb3663f3e3	752b724489bf74c2b1d289e12ea52aca	310877	Artery - Tibial
L1000_LINCS_DCIC_GTEX-QEG4-0226.tsv.gz	124929	2f93acdd09cf1b71a9e5ec27e1df05b3a8a8563533224888a4b83505fb3a4be2	4b5cc233d69f7a5105995bb9b79b9ba2	310962	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-XLM4-1526.tsv.gz	125204	e81756421707addc77222ce79d96e576650ac42be0fe78a81d1d1679adadbbf8	bba34f68caa08f474abecf601c237650	311260	Testis
L1000_LINCS_DCIC_GTEX-U3ZG-0008.tsv.gz	123297	4104c1ddf59c3f9153ee3cd5b148c596d4eca45cff0499c69117be57d4d7ba16	73ec1c47d6ad4e8fa284a05550029ece	310746	Cells - Transformed fibroblasts
