,filename,id_namespace,local_id,persistent_id,size_in_bytes,sha256,md5,uncompressed_size_in_bytes,cell_id,pert_id,pert_mfc_id,pert_iname,pert_dose,pert_dose_unit,pert_time,pert_time_unit,pert_type
126,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_cpi-169_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_cpi-169_1.00um.tsv.gz,,271216,d26bada40cc02c4bc34ded4ee697d38e9f4bb30e8525423c318e64c6b0b85692,d854986b688a2fe5c9a51776a59a18f2,757029,YAPC,BRD-A48881734,BRD-A48881734,cpi-169,1.0,um,6,h,trt_cp
127,L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_tretinoin_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_tretinoin_3.00um.tsv.gz,,272832,9f975d575e5e8e9886f7e45513ad4cf4bc8089ae2e0d6f981d506654b861589e,6c5e9e581c84a0c984be4055e9a0054e,757011,PC3,BRD-K64634304,BRD-K64634304,tretinoin,3.0,um,6,h,trt_cp
128,L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_selumetinib_5.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_selumetinib_5.50um.tsv.gz,,274284,2d07ed47466e1d5e6ed509f27196330c0bd9eadee1d8b1fc849e7a271c41e7fa,6d44f53ece37e0cf811ad85109ac9443,757195,A375,BRD-K57080016,BRD-K57080016,selumetinib,5.5,um,6,h,trt_cp
129,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_ginkgetin_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_ginkgetin_5.00um.tsv.gz,,272468,c3b601f87f4d5db480064799c06f5f3284a01744efbabaf99ba4195cffb7058e,5c764fc9e648852ddc54ca3a5bbd73c2,757053,A375,BRD-K92123432,BRD-K92123432,ginkgetin,5.0,um,6,h,trt_cp
130,L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_UNC-1215_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_UNC-1215_1.00um.tsv.gz,,272277,d54d420aea39754bbacb26ea88d648e6840e9a9197ab59e8ad6a420488c24a2b,d6f911dfb12f2b1a385774ee753ee46a,755974,A375,BRD-K83189926,BRD-K83189926,UNC-1215,1.0,um,6,h,trt_cp
131,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_ginkgetin_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_ginkgetin_5.00um.tsv.gz,,273166,e5c6d54f212d9b132f8ed033f9ce513c3fd0d3df12bf6256b7c33debc1a1bc3a,5f0c6eea08b13bf7ab5ea1be5da04497,757357,MCF7,BRD-K92123432,BRD-K92123432,ginkgetin,5.0,um,6,h,trt_cp
132,L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_exifone_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A375_6H_X1_B22_exifone_10.00um.tsv.gz,,273036,b202aac979f421a82d7957b9c2e0f08a522bcb06a0db117ecab83c5a747bef05,55a07820d937f8b94155636cfb545d2f,757352,A375,BRD-K65716359,BRD-K65716359,exifone,10.0,um,6,h,trt_cp
133,L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_ruxolitinib_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_ruxolitinib_0.50um.tsv.gz,,272441,ab4ccd7e15c705c89879e6f913887c6dc2d33e6e0147ba4505c83656d4e7e65b,d668d8bf12f9fa48aa86cc1ad8afbe35,756517,NPC.TAK,BRD-K53972329,BRD-K53972329,ruxolitinib,0.5,um,6,h,trt_cp
134,L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_CC-401_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_CC-401_5.00um.tsv.gz,,201604,7e8d8b0456a80f4588c77e8fc4c5951a295d0b39abf2e57b9160639ca87fe5bd,7a0abad1f05b97865e1aad9f535903bd,534688,A375,BRD-K45746021,BRD-K45746021,CC-401,5.0,um,6,h,trt_cp
135,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_RGFP-966_3.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_RGFP-966_3.50um.tsv.gz,,270960,40b52e18cd7f530c9c9e286607c992c1afb75b5588ab93991bbe629d5ff268f2,5c7db53fa14e9efef1df5b9cca5302d1,756829,YAPC,BRD-K61688984,BRD-K61688984,RGFP-966,3.5,um,6,h,trt_cp
136,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_alpelisib_0.25um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_alpelisib_0.25um.tsv.gz,,269906,ecde7314f4f8ca76bf71e50c4efe3831ecfd5fbf166046940ab339f1c665edb1,be3b9a97e882b65359a0133c6668d46d,755702,PC3,BRD-K54997624,BRD-K54997624,alpelisib,0.25,um,6,h,trt_cp
137,L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_CC-401_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_PC3_6H_X1_B29_CC-401_5.00um.tsv.gz,,270166,3bea9972134aa2b50a2eeb37d1117c8310a39b62361dfe7e6e4c5113d1217ba1,0dc0774d64194775ef7694c87772cc50,755726,PC3,BRD-K45746021,BRD-K45746021,CC-401,5.0,um,6,h,trt_cp
138,L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_niclosamide_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_niclosamide_3.00um.tsv.gz,,273828,c3d995ca38986be4e2d29c2f309af98934724b78db9b81f55d74cb2b904f5acd,dae47328547ee5c1a612b7b531c4c592,757418,PC3,BRD-K35960502,BRD-K35960502,niclosamide,3.0,um,6,h,trt_cp
139,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_entinostat_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_entinostat_2.00um.tsv.gz,,270621,44fb9a8f57fda5988b0d7c7078ce7b2a32d5f25770c9bf8c67c4d0e44f4ae980,4a2668b21516f2d785b53b14bd45559e,757041,YAPC,BRD-K77908580,BRD-K77908580,entinostat,2.0,um,6,h,trt_cp
140,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_AR-A014418_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_AR-A014418_3.00um.tsv.gz,,270981,6edf1f35986ae22eeb8193ab8f9a5bda1eea46e010fe34b35e3625a701455f53,804bd2a57a77fadf851654d100e67276,757243,MCF7,BRD-K67860401,BRD-K67860401,AR-A014418,3.0,um,6,h,trt_cp
141,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_nilotinib_3.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_nilotinib_3.00um.tsv.gz,,272885,8084e28b6740cdfb424fd9cc26be84da5042e7152cbc4ec502b08fbdb4e644db,978bbed49dd373f604ba47c116a13ed7,756432,NPC,BRD-K81528515,BRD-K81528515,nilotinib,3.0,um,6,h,trt_cp
142,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_EX-527_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_EX-527_10.00um.tsv.gz,,199548,3e011c094e84f5b83573813f609b67f91866afa792a32ed261b33a32f51e7b2b,a3220175aaa6bd0f6958c7dec7a022dc,534186,A549,BRD-K76964878,BRD-K76964878,EX-527,10.0,um,6,h,trt_cp
143,L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_unc-0646_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_unc-0646_0.50um.tsv.gz,,272164,d35021c183c2c929afffdb6754733b083f0de4431e50eaa31d0954184e0e7db1,0bbd419a724ad1043a30e5101ed622e6,755749,A375,BRD-K87465484,BRD-K87465484,unc-0646,0.5,um,6,h,trt_cp
144,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_dinaciclib_4.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_dinaciclib_4.50um.tsv.gz,,198100,c2dd522e31c588f425132572cf28b62e899365da5ba55ae9a7acbef780e136d8,9e5e3269f29d11870a5429cd0fa182b0,533408,A549,BRD-K13662825,BRD-K13662825,dinaciclib,4.5,um,6,h,trt_cp
145,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_EPZ-005687_6.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_EPZ-005687_6.00um.tsv.gz,,271565,175d6ebd7004d46867cfdc1886a14c120026af4afc32d5d98582488058a3f4f1,0cd0233b67cd00d85adb781e02b47fe3,755935,MCF7,BRD-K57754230,BRD-K57754230,EPZ-005687,6.0,um,6,h,trt_cp
146,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_sch_900776_5.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_sch_900776_5.50um.tsv.gz,,271782,e4e5e0995aed94f41417e60f707057a1de93ab8aeb626f3a22f2fc26f27bb8b4,676a75b60e82b8c5b5d3572f95e21fb5,757449,MCF7,BRD-A36536537,BRD-A36536537,sch 900776,5.5,um,6,h,trt_cp
147,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_everolimus_0.10um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_everolimus_0.10um.tsv.gz,,270597,3802260df24b51b98b4eddcf1f1e1dabbc6b48f1cdb97eefdacb75444dfc3cc0,23f31e856fbc4ec6ec8069a35d2a6d01,755888,A549,BRD-K13514097,BRD-K13514097,everolimus,0.1,um,6,h,trt_cp
148,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_decitabine_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_decitabine_10.00um.tsv.gz,,272173,8e8282904f9bd6883266478a4e4efa7883b0db4317f47d0c90a6ef2e5cff6d1a,9e01a54d43884615b1e0b6e24838e5a6,757139,A549,BRD-K79254416,BRD-K79254416,decitabine,10.0,um,6,h,trt_cp
149,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_sirolimus_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_sirolimus_1.00um.tsv.gz,,271453,16570ddf002e617e6d102abd3403d4abbab4a6a378172420dfff28ca6b8ead04,259ccbb7263a3b3619e2c78b3f93f331,755767,MCF7,BRD-A79768653,BRD-A79768653,sirolimus,1.0,um,6,h,trt_cp
150,L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_OSI-027_2.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_A549_6H_X1_B22_OSI-027_2.00um.tsv.gz,,272664,44e8f4c9b592ce7af0de3fb596ec90f065b191c5c962d04f0d77dbf12c246c3e,5c72d15027ede20a3b3b45ca9487377e,756972,A549,BRD-K87124298,BRD-K87124298,OSI-027,2.0,um,6,h,trt_cp
151,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_JQ1-(+)_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_JQ1-(+)_1.00um.tsv.gz,,271505,e4c49f3fed264ce594ba06e3678073824fe1719776c1de56c947bb7248afd87b,1f77b226718baf27225d8b17a7192e84,755430,MCF7,BRD-K54606188,BRD-K54606188,JQ1-(+),1.0,um,6,h,trt_cp
152,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_olaparib_1.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_olaparib_1.50um.tsv.gz,,273897,75e28d440abb59d35108d85dd5aa0c93a4acd5b5d851f83e1e8bb6838a431bf7,d79088225ff6fb7edae30aef4735d792,757530,A549,BRD-K02113016,BRD-K02113016,olaparib,1.5,um,6,h,trt_cp
153,L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_sirolimus_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_A375_6H_X1_B20_sirolimus_1.00um.tsv.gz,,272517,0787b17def54f55eb460ef309f2b4a64ca80336b74958cd810a48653df40c5fc,d5803e12445ead1a6a2167540cebf21d,756007,A375,BRD-A79768653,BRD-A79768653,sirolimus,1.0,um,6,h,trt_cp
154,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_LY-294002_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_LY-294002_10.00um.tsv.gz,,271352,146c0df75349fa26061b5a39a036d26d8f2539fc42005f1b66fb6aa04d2bc075,94502e359c154c194a31152361e415bd,755783,MCF7,BRD-K27305650,BRD-K27305650,LY-294002,10.0,um,6,h,trt_cp
155,L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_methylstat_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_MCF7_6H_X1_B20_methylstat_10.00um.tsv.gz,,270586,b40f9d1a0a87a72a3d4d71ffcf9043ca44a47146117ebc06c3b8c6fd28298a06,af195e0504819b8fc90df083a40e6cc8,755240,MCF7,BRD-K52560704,BRD-K52560704,methylstat,10.0,um,6,h,trt_cp
156,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_BRD-K73261812_1.70um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_BRD-K73261812_1.70um.tsv.gz,,272511,73310e0f0e5e2e8564007ce3e5955b5cc9529a260fffcaa01e8150ca2d944730,34c302e46b592a1e5f415aa801a59073,756408,NPC,BRD-K73261812,BRD-K73261812,BRD-K73261812,1.7,um,6,h,trt_cp
157,L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_smer-3_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_X1_B22_smer-3_10.00um.tsv.gz,,270979,2a634d5a82a020ccd8fcda36919f67d947e9051c18a16d06ac04c01bd06eb9ba,e56ea9f5eaf4305dfedaf05bf88d0512,756149,NPC.TAK,BRD-K92960067,BRD-K92960067,smer-3,10.0,um,6,h,trt_cp
158,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_BRD-K68548958_25.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_BRD-K68548958_25.00um.tsv.gz,,272861,56363be05905c9ee479d92d0fae0408281aaf4a20fc331b30f41d60e3f0f1b5a,23e7a6eb61ddedc22960921da22f101b,757055,MCF7,BRD-K68548958,BRD-K68548958,BRD-K68548958,25.0,um,6,h,trt_cp
159,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_pazopanib_40.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_pazopanib_40.00um.tsv.gz,,270817,7b22e3b77a8b8aa2eb01c33af24c1f1ab797a8ba6c02d391184d5f34e3114c6d,b45610f7e8439e7640e1e1781be1b19e,755775,A549,BRD-K74514084,BRD-K74514084,pazopanib,40.0,um,6,h,trt_cp
160,L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_tofacitinib_0.40um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A375_6H_X1.A2_B22_tofacitinib_0.40um.tsv.gz,,276070,eabd10e51dd02d6155a1726c3d4711100aea3f18855c2350e8394a9e3d0af768,15db3e043a16eb2366a52fd186b92435,757471,A375,BRD-K31283835,BRD-K31283835,tofacitinib,0.4,um,6,h,trt_cp
161,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_KN-62_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_KN-62_10.00um.tsv.gz,,200655,b6e9bea9712f99951f74253cbdae514b34e27e38a3f3b91dd20237189f7e5e39,ccebcfcd80e14d3189e49c874641c628,534630,MCF7,BRD-A81177136,BRD-A81177136,KN-62,10.0,um,6,h,trt_cp
162,L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_1271738-62-5_12.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT001_NPC.TAK_6H_X1_B20_1271738-62-5_12.00um.tsv.gz,,271063,d27a45c9a045cbe782bda1b5fee4bd624d2b2115d8becc98febc2e87a9554eb8,16ac4e1c0ba4460035eb74626cfa0db6,756056,NPC.TAK,BRD-K90860366,BRD-K90860366,1271738-62-5,12.0,um,6,h,trt_cp
163,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_1271738-62-5_12.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_1271738-62-5_12.00um.tsv.gz,,270877,49c31d15bc505f600dd0de129701311ffb2d70e17efe7486bc0ede1d624651af,524e2ba722dc04e01606e9debaa8ebc9,757072,YAPC,BRD-K90860366,BRD-K90860366,1271738-62-5,12.0,um,6,h,trt_cp
164,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_resveratrol_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_resveratrol_10.00um.tsv.gz,,270189,8a2ed23d487328113ffd2d7af1731a655124031747d627f9cb822e39c5c9d826,14fe3e94ce7485ac313189c6737621d3,756977,YAPC,BRD-K80738081,BRD-K80738081,resveratrol,10.0,um,6,h,trt_cp
165,L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_vorinostat_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT002_MCF7_6H_X1_B22_vorinostat_1.00um.tsv.gz,,273266,bde202bd4664b0c9c49a46452361320dae42a6946b1256873c41bcc9c7746065,9df32d4d538af0a7f6cb947151e066d2,757244,MCF7,BRD-K81418486,BRD-K81418486,vorinostat,1.0,um,6,h,trt_cp
166,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_sch_900776_5.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_sch_900776_5.50um.tsv.gz,,269505,41a9e7e2fe1088db0ab75da8e92b93839f7c1378cf514e55b1673191ffa30773,83bd3b04d5c56430ef4cbe55ec2d3ff6,755726,A549,BRD-A36536537,BRD-A36536537,sch 900776,5.5,um,6,h,trt_cp
167,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_lenalidomide_1.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_lenalidomide_1.00um.tsv.gz,,273279,ce256e2ea2142cb13d719a6782f839c00d12c94263f12136451145cff543f8b2,ef1f53f2829c694d8a77ffead72ba69c,756840,NPC,BRD-A17883755,BRD-A17883755,lenalidomide,1.0,um,6,h,trt_cp
168,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_pyrazolanthrone_25.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_pyrazolanthrone_25.00um.tsv.gz,,272556,b0990ef38332327a178783726b899f1d8a14544f9fec60d9a3ecf75ba74ec9d0,a32f7b46eb0e5511f684c73f5c33efd8,756652,NPC,BRD-K01567962,BRD-K01567962,pyrazolanthrone,25.0,um,6,h,trt_cp
169,L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_calpain_inhibitor_ii_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_PC3_6H_X1.A2_B22_calpain_inhibitor_ii_5.00um.tsv.gz,,274606,b063aa85d4ec834abac09d1724d068e36ce0028ba29cba7429d362a1296506cd,e75419faf6718e814099233f57dd32f8,757500,PC3,BRD-A72575012,BRD-A72575012,calpain inhibitor ii,5.0,um,6,h,trt_cp
170,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_calpain_inhibitor_ii_5.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_calpain_inhibitor_ii_5.00um.tsv.gz,,272458,eb565042f73cd591d614795099a1bdf09c7254a4125ef418e825772ff417a0f7,05ffe27c048d973572944ef057ad6a3a,757015,A549,BRD-A72575012,BRD-A72575012,calpain inhibitor ii,5.0,um,6,h,trt_cp
171,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_epz-5676_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_epz-5676_10.00um.tsv.gz,,270708,74f82a307395b13394d4e3658ae2d88b03b7dae1ffc7f76b5603c0690ee9b409,28eb7ecd4322add8a37a65ed33e83f28,757165,YAPC,BRD-A69563582,BRD-A69563582,epz-5676,10.0,um,6,h,trt_cp
172,L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_everolimus_0.10um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_MCF7_6H_X1_B32_everolimus_0.10um.tsv.gz,,272145,8fdba213d0408522a66338e4d4292038f05a00a18504a8a83ee496f541b66273,11b6fe0826bc6d4f3abec49d79337d23,757462,MCF7,BRD-K13514097,BRD-K13514097,everolimus,0.1,um,6,h,trt_cp
173,L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_sotrastaurin_10.00um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_A549_6H_X1.A2_B22_sotrastaurin_10.00um.tsv.gz,,273228,3f0096ae2791bffb75a665144b686cd1f034531c4e083474a356039219619ead,275856af84bf547e7f09e0e92dc959e1,757269,A549,BRD-K16761703,BRD-K16761703,sotrastaurin,10.0,um,6,h,trt_cp
174,L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_bms-906024_0.50um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT003_NPC_6H_X1.A2_B22_bms-906024_0.50um.tsv.gz,,274202,4fb611666afb5b68b51c95f8a076d87d170fc4a072029c75130a2e63f24030d2,3faaa42f68972d66fdf0562261c42531,756838,NPC,BRD-K29343434,BRD-K29343434,bms-906024,0.5,um,6,h,trt_cp
175,L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_BRD-K73261812_1.70um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT005_A549_6H_X1_B29_BRD-K73261812_1.70um.tsv.gz,,199087,44cded2a7dd4eb7bcbf7917a980902014ba26277821231d8669d4b657d808138,a1eb3cdb487228b1d4c5f8ce361e8e16,533836,A549,BRD-K73261812,BRD-K73261812,BRD-K73261812,1.7,um,6,h,trt_cp
176,L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_KN-93_0.10um.tsv.gz,lincs-dcic,https://lincs-dcic.s3.amazonaws.com/L1000-PCCSE-GSE101406/L1000_LINCS_DCIC_LPROT004_YAPC_6H_X1_B32_KN-93_0.10um.tsv.gz,,271612,f1ae8d25a0066258672557efb43c33cbedeb12d042f59c8774713750fcc6f26c,2cf546b0eb13d9820e1582cdc62d1ea2,757021,YAPC,BRD-K93480852,BRD-K93480852,KN-93,0.1,um,6,h,trt_cp
